Image Number,Category,Label,Correct ID,Blurry image,Humans present,Other animals present,Not real animal,Image collage
00031907,Mammal,"echidna, spiny anteater, anteater",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031908,Mammal,weasel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031910,Mammal,"impala, Aepyceros melampus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031913,Bird,"ostrich, Struthio camelus",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00031916,Mammal,"siamang, Hylobates syndactylus, Symphalangus syndactylus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031919,Amphibian,"common newt, Triturus vulgaris",-0.6666666666666666,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00031920,Land-Invertebrate,weevil,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031922,Bird,"redshank, Tringa totanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031923,Marine-Invertebrate,"rock crab, Cancer irroratus",-1.0,-1.0,1.0,0.0,-1.0,-1.0
00031925,Land-Invertebrate,tiger beetle,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031927,Reptile,vine snake,1.0,-1.0,-0.3333333333333333,-1.0,-1.0,-1.0
00031928,Land-Invertebrate,"long-horned beetle, longicorn, longicorn beetle",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031929,Mammal,"gibbon, Hylobates lar",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031930,Mammal,hamster,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031931,Bird,flamingo,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031932,Bird,"prairie chicken, prairie grouse, prairie fowl",1.0,-1.0,-1.0,-1.0,-0.3333333333333333,-1.0
00031934,Mammal,marmot,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031935,Fish,lionfish,1.0,-1.0,-1.0,0.0,-1.0,-1.0
00031938,Bird,"prairie chicken, prairie grouse, prairie fowl",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031939,Mammal,langur,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031942,Mammal,"siamang, Hylobates syndactylus, Symphalangus syndactylus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031943,Marine-Invertebrate,hermit crab,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031945,Land-Invertebrate,tiger beetle,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031946,Bird,"little blue heron, Egretta caerulea",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031951,Reptile,"king snake, kingsnake",1.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0
00031952,Land-Invertebrate,"harvestman, daddy longlegs, Phalangium opilio",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00031957,Mammal,"spider monkey, Ateles geoffroyi",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031959,Land-Invertebrate,tiger beetle,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031961,Land-Invertebrate,"leaf beetle, chrysomelid",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031967,Reptile,"African chameleon, Chamaeleo chamaeleon",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031973,Bird,"water ouzel, dipper",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031974,Mammal,"jaguar, panther, Panthera onca, Felis onca",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031976,Land-Invertebrate,"wolf spider, hunting spider",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00031977,Land-Invertebrate,scorpion,1.0,-1.0,0.3333333333333333,-1.0,0.3333333333333333,-1.0
00031980,Reptile,"rock python, rock snake, Python sebae",-0.6666666666666666,-1.0,1.0,-1.0,-1.0,-1.0
00031987,Bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031989,Mammal,marmoset,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00031992,Marine-Invertebrate,hermit crab,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032005,Mammal,"indri, indris, Indri indri, Indri brevicaudatus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032006,Mammal,"gorilla, Gorilla gorilla",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032012,Reptile,"hognose snake, puff adder, sand viper",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00032016,Marine-Invertebrate,sea urchin,1.0,-1.0,-1.0,1.0,-1.0,-1.0
00032022,Mammal,zebra,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032023,Land-Invertebrate,"ground beetle, carabid beetle",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032025,Bird,"junco, snowbird",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032029,Marine-Invertebrate,"American lobster, Northern lobster, Maine lobster, Homarus americanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032035,Mammal,otter,1.0,-1.0,-1.0,0.0,-1.0,-1.0
00032036,Reptile,"diamondback, diamondback rattlesnake, Crotalus adamanteus",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00032038,Mammal,"tiger, Panthera tigris",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032044,Mammal,wombat,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032045,Mammal,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032053,Marine-Invertebrate,"sea cucumber, holothurian",1.0,1.0,0.0,-1.0,-1.0,-1.0
00032056,Marine-Invertebrate,"chambered nautilus, pearly nautilus, nautilus",1.0,-1.0,-1.0,1.0,-1.0,-1.0
00032061,Amphibian,"bullfrog, Rana catesbeiana",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00032062,Bird,bee eater,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032067,Mammal,macaque,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032068,Land-Invertebrate,"sulphur butterfly, sulfur butterfly",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032072,Bird,peacock,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032080,Mammal,"orangutan, orang, orangutang, Pongo pygmaeus",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00032086,Reptile,"ringneck snake, ring-necked snake, ring snake",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032088,Mammal,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032090,Mammal,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032091,Land-Invertebrate,tarantula,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032092,Marine-Invertebrate,"flatworm, platyhelminth",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032095,Mammal,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",1.0,0.0,-1.0,-1.0,-1.0,-1.0
00032100,Mammal,armadillo,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032102,Bird,chickadee,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032104,Amphibian,"tree frog, tree-frog",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032109,Land-Invertebrate,damselfly,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032113,Bird,"prairie chicken, prairie grouse, prairie fowl",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032122,Bird,toucan,1.0,-1.0,1.0,-1.0,-1.0,-1.0
00032126,Mammal,sorrel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032128,Bird,"African grey, African gray, Psittacus erithacus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032129,Reptile,"American chameleon, anole, Anolis carolinensis",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032130,Fish,"tiger shark, Galeocerdo cuvieri",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032133,Mammal,"gibbon, Hylobates lar",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00032135,Reptile,terrapin,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032139,Marine-Invertebrate,"sea slug, nudibranch",1.0,-1.0,-1.0,0.0,-1.0,-1.0
00032141,Bird,"African grey, African gray, Psittacus erithacus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032146,Mammal,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032150,Mammal,"jaguar, panther, Panthera onca, Felis onca",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032154,Bird,"goldfinch, Carduelis carduelis",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032156,Land-Invertebrate,admiral,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032158,Bird,toucan,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032159,Bird,hummingbird,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032161,Reptile,"garter snake, grass snake",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032163,Mammal,"wild boar, boar, Sus scrofa",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032164,Bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032166,Mammal,sea lion,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032171,Amphibian,"common newt, Triturus vulgaris",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032172,Land-Invertebrate,"cicada, cicala",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032174,Marine-Invertebrate,"crayfish, crawfish, crawdad, crawdaddy",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032180,Bird,"white stork, Ciconia ciconia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032193,Mammal,macaque,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032196,Land-Invertebrate,"lycaenid, lycaenid butterfly",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032197,Fish,"gar, garfish, garpike, billfish, Lepisosteus osseus",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032202,Mammal,weasel,0.0,1.0,-1.0,-1.0,-1.0,-1.0
00032206,Mammal,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032207,Mammal,"Arabian camel, dromedary, Camelus dromedarius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032208,Mammal,"ibex, Capra ibex",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032217,Marine-Invertebrate,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032220,Reptile,green mamba,1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00032223,Mammal,"gorilla, Gorilla gorilla",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032235,Fish,"goldfish, Carassius auratus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032254,Reptile,banded gecko,1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00032258,Fish,"goldfish, Carassius auratus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032261,Land-Invertebrate,"black widow, Latrodectus mactans",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032265,Land-Invertebrate,"grasshopper, hopper",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032266,Land-Invertebrate,scorpion,1.0,-0.3333333333333333,0.3333333333333333,-1.0,-1.0,-1.0
00032267,Reptile,"African chameleon, Chamaeleo chamaeleon",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032273,Mammal,baboon,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032283,Mammal,"sloth bear, Melursus ursinus, Ursus ursinus",1.0,0.0,-1.0,-1.0,-1.0,-1.0
00032285,Mammal,"snow leopard, ounce, Panthera uncia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032288,Fish,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032289,Fish,"barracouta, snoek",-1.0,-1.0,0.0,-1.0,-1.0,-1.0
00032295,Bird,goose,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032299,Land-Invertebrate,"lycaenid, lycaenid butterfly",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032303,Land-Invertebrate,rhinoceros beetle,1.0,-1.0,-1.0,-1.0,0.3333333333333333,-1.0
00032313,Marine-Invertebrate,"sea anemone, anemone",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032317,Mammal,"polecat, fitch, foulmart, foumart, Mustela putorius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032320,Bird,"bald eagle, American eagle, Haliaeetus leucocephalus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032323,Amphibian,eft,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00032324,Mammal,"indri, indris, Indri indri, Indri brevicaudatus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032335,Bird,spoonbill,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032343,Land-Invertebrate,tick,-1.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0
00032344,Bird,quail,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00032350,Bird,"red-breasted merganser, Mergus serrator",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032351,Marine-Invertebrate,brain coral,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032352,Land-Invertebrate,"grasshopper, hopper",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032356,Land-Invertebrate,damselfly,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032358,Reptile,"ringneck snake, ring-necked snake, ring snake",0.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00032359,Bird,"goldfinch, Carduelis carduelis",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032362,Bird,drake,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032369,Fish,sturgeon,1.0,-1.0,1.0,-1.0,-1.0,-1.0
00032372,Marine-Invertebrate,hermit crab,1.0,-1.0,-1.0,0.3333333333333333,-1.0,-1.0
00032374,Mammal,langur,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032375,Fish,lionfish,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032378,Marine-Invertebrate,"American lobster, Northern lobster, Maine lobster, Homarus americanus",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032385,Mammal,"impala, Aepyceros melampus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032389,Bird,vulture,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032390,Land-Invertebrate,leafhopper,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032394,Fish,stingray,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032396,Mammal,"colobus, colobus monkey",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032401,Reptile,"sidewinder, horned rattlesnake, Crotalus cerastes",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032404,Mammal,"African elephant, Loxodonta africana",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032405,Reptile,terrapin,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032409,Bird,partridge,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032413,Mammal,beaver,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032415,Amphibian,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032416,Mammal,beaver,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032417,Fish,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias",-0.5,-1.0,-1.0,-1.0,-1.0,-1.0
00032421,Land-Invertebrate,slug,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032439,Fish,"gar, garfish, garpike, billfish, Lepisosteus osseus",-1.0,-1.0,0.0,-1.0,-1.0,-1.0
00032440,Land-Invertebrate,tarantula,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032441,Fish,stingray,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032443,Land-Invertebrate,"cockroach, roach",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032447,Mammal,otter,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032449,Mammal,"hippopotamus, hippo, river horse, Hippopotamus amphibius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032453,Mammal,"brown bear, bruin, Ursus arctos",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032456,Mammal,warthog,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032457,Mammal,"black-footed ferret, ferret, Mustela nigripes",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032463,Marine-Invertebrate,"chiton, coat-of-mail shell, sea cradle, polyplacophore",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032467,Mammal,"ibex, Capra ibex",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032469,Bird,"American egret, great white heron, Egretta albus",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032470,Bird,spoonbill,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032471,Land-Invertebrate,scorpion,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032473,Bird,macaw,1.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0
00032481,Mammal,"wild boar, boar, Sus scrofa",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032483,Fish,"barracouta, snoek",-1.0,-1.0,1.0,-1.0,-1.0,-1.0
00032492,Bird,toucan,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032499,Mammal,wombat,1.0,-1.0,1.0,-1.0,-1.0,-1.0
00032500,Reptile,"rock python, rock snake, Python sebae",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032503,Bird,drake,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032504,Land-Invertebrate,"ant, emmet, pismire",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032505,Marine-Invertebrate,"chiton, coat-of-mail shell, sea cradle, polyplacophore",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032508,Mammal,"red fox, Vulpes vulpes",0.5,-1.0,-1.0,-1.0,-1.0,-1.0
00032513,Reptile,"common iguana, iguana, Iguana iguana",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032517,Marine-Invertebrate,"crayfish, crawfish, crawdad, crawdaddy",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032519,Fish,eel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032528,Mammal,"kit fox, Vulpes macrotis",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032533,Land-Invertebrate,"grasshopper, hopper",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00032535,Mammal,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",1.0,1.0,-1.0,-1.0,-1.0,-1.0
00032538,Bird,"European gallinule, Porphyrio porphyrio",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032540,Mammal,sea lion,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032541,Mammal,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032544,Mammal,"ibex, Capra ibex",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032547,Marine-Invertebrate,fiddler crab,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032551,Land-Invertebrate,"ant, emmet, pismire",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032552,Mammal,"lynx, catamount",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032556,Reptile,"thunder snake, worm snake, Carphophis amoenus",0.6666666666666666,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00032566,Fish,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",0.5,-1.0,1.0,-1.0,-1.0,-1.0
00032568,Mammal,"timber wolf, grey wolf, gray wolf, Canis lupus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032571,Reptile,vine snake,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00032575,Bird,"albatross, mollymawk",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032576,Mammal,"sloth bear, Melursus ursinus, Ursus ursinus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032578,Amphibian,eft,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00032579,Fish,eel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032580,Bird,"white stork, Ciconia ciconia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032585,Mammal,"Madagascar cat, ring-tailed lemur, Lemur catta",1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00032586,Bird,jay,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032587,Reptile,"African crocodile, Nile crocodile, Crocodylus niloticus",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032603,Mammal,hartebeest,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032606,Mammal,otter,1.0,-1.0,0.0,-1.0,-1.0,-1.0
00032614,Marine-Invertebrate,"American lobster, Northern lobster, Maine lobster, Homarus americanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032617,Bird,bee eater,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032620,Mammal,"African elephant, Loxodonta africana",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032621,Marine-Invertebrate,brain coral,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032623,Mammal,"red fox, Vulpes vulpes",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032624,Land-Invertebrate,bee,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032626,Bird,crane,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032627,Bird,"oystercatcher, oyster catcher",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032628,Reptile,sea snake,-1.0,-1.0,-1.0,-1.0,0.3333333333333333,-1.0
00032640,Reptile,alligator lizard,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032643,Bird,"white stork, Ciconia ciconia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032644,Land-Invertebrate,scorpion,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032652,Mammal,"dingo, warrigal, warragal, Canis dingo",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032655,Mammal,"gorilla, Gorilla gorilla",1.0,-0.3333333333333333,-1.0,-1.0,0.3333333333333333,-1.0
00032657,Land-Invertebrate,"black and gold garden spider, Argiope aurantia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032661,Land-Invertebrate,"walking stick, walkingstick, stick insect",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032663,Reptile,"rock python, rock snake, Python sebae",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00032665,Fish,eel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032667,Bird,magpie,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00032672,Mammal,"ibex, Capra ibex",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032675,Fish,"goldfish, Carassius auratus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032678,Mammal,hartebeest,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032682,Reptile,"Gila monster, Heloderma suspectum",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032684,Mammal,"chimpanzee, chimp, Pan troglodytes",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032685,Mammal,"dhole, Cuon alpinus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032687,Mammal,"meerkat, mierkat",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032690,Marine-Invertebrate,"starfish, sea star",0.3333333333333333,-1.0,-1.0,-1.0,0.0,-1.0
00032698,Bird,crane,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032700,Reptile,mud turtle,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032702,Bird,jay,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032705,Land-Invertebrate,"grasshopper, hopper",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032710,Bird,"goldfinch, Carduelis carduelis",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032712,Mammal,"snow leopard, ounce, Panthera uncia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032714,Reptile,"diamondback, diamondback rattlesnake, Crotalus adamanteus",0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-1.0,-1.0,-1.0
00032718,Mammal,"leopard, Panthera pardus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032720,Mammal,"red wolf, maned wolf, Canis rufus, Canis niger",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032724,Land-Invertebrate,"black widow, Latrodectus mactans",-0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00032732,Mammal,baboon,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032734,Mammal,"hog, pig, grunter, squealer, Sus scrofa",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00032737,Mammal,"meerkat, mierkat",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032744,Reptile,alligator lizard,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032749,Mammal,"timber wolf, grey wolf, gray wolf, Canis lupus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032754,Reptile,"king snake, kingsnake",1.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0
00032756,Reptile,"rock python, rock snake, Python sebae",-0.3333333333333333,-1.0,1.0,-1.0,-1.0,-1.0
00032758,Mammal,"coyote, prairie wolf, brush wolf, Canis latrans",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032762,Mammal,"American black bear, black bear, Ursus americanus, Euarctos americanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032764,Marine-Invertebrate,"flatworm, platyhelminth",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032766,Land-Invertebrate,"harvestman, daddy longlegs, Phalangium opilio",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00032773,Land-Invertebrate,admiral,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032777,Mammal,mongoose,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032779,Mammal,"dugong, Dugong dugon",1.0,-1.0,1.0,0.0,-1.0,-1.0
00032780,Bird,pelican,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032783,Land-Invertebrate,tick,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032788,Bird,chickadee,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032794,Mammal,"snow leopard, ounce, Panthera uncia",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032796,Reptile,"American alligator, Alligator mississipiensis",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00032797,Marine-Invertebrate,"chiton, coat-of-mail shell, sea cradle, polyplacophore",1.0,-1.0,-1.0,1.0,-1.0,-1.0
